id,name,description,who,snomed,program_area_id,uuid,created_at,updated_at
17,"{""en"": ""Onchocerciasis""}","{""en"": ""<div> </div>""}",,,4,bad72a27-e83e-4d6d-a649-65788f02971f,"2021-01-19 11:14:59","2021-01-19 11:14:59"
18,"{""en"": ""Lymphatic filariasis""}","{""en"": ""<div> </div>""}",,,4,d6f2860f-69f0-4e81-85b3-c4a2d93a8a9d,"2021-01-19 11:15:35","2021-01-19 11:15:35"
19,"{""en"": ""Diphtheria""}","{""en"": ""<div> </div>""}",,,2,11297372-2e97-48ee-8fed-ef848b32cc2d,"2021-01-19 11:16:00","2021-01-19 11:16:00"
20,"{""en"": ""Acute Hepatitis B""}","{""en"": ""<div> </div>""}",,,3,ff2c7085-83db-4312-9b6d-12d95adbcd68,"2021-01-19 11:16:26","2021-01-19 11:16:26"
21,"{""en"": ""Hepatitis A""}","{""en"": ""<div> </div>""}",,,3,f09fff73-3987-440c-8088-9ab09fd12b18,"2021-01-19 11:16:52","2021-01-19 11:16:52"
22,"{""en"": ""Hepatitis E""}","{""en"": ""<div> </div>""}",,,3,03707de6-de97-4c9b-8061-577cf12a3b0a,"2021-01-19 11:17:21","2021-01-19 11:17:21"
23,"{""en"": ""Diabetes mellitus""}","{""en"": ""<div> </div>""}",,,6,998e4bce-a27a-4688-9093-99f934f1d597,"2021-01-19 11:17:52","2021-01-19 11:17:52"
24,"{""en"": ""Rabies""}","{""en"": ""<div> </div>""}",,,4,5b33021b-0a67-4201-b9ee-951765787f88,"2021-01-19 11:22:07","2021-01-19 11:22:07"
25,"{""en"": ""Yellow Fever""}","{""en"": ""<div> </div>""}",,,4,745a6e2f-4fa0-4bf9-a544-5dcaff0b9952,"2021-01-19 11:22:52","2021-01-19 11:22:52"
26,"{""en"": ""Acute Hepatitis C""}","{""en"": ""<div> </div>""}",,,3,6c4a6ca6-ac3d-46b7-a4bf-25b6790afe1d,"2021-01-19 11:23:10","2021-01-19 11:23:10"
27,"{""en"": ""Leprosy""}","{""en"": ""<div> </div>""}",,,4,d1bd338c-9b9f-494c-b0d8-e3f4ed35077e,"2021-01-19 11:23:40","2021-01-19 11:23:40"
28,"{""en"": ""Ascariasis""}","{""en"": ""<div> </div>""}",,,4,9beddee6-300a-43a8-ae61-5abac572943d,"2021-01-19 11:23:54","2021-01-19 11:23:54"
29,"{""en"": ""Tetanus""}","{""en"": ""<div>Tetanus</div>""}",,,2,a9d3ae2f-5154-4c2f-a621-f42c7d343e79,"2021-02-02 07:30:05","2021-02-02 07:30:05"
30,"{""en"": ""Trichuriasis""}","{""en"": ""<div>Trichuriasis</div>""}",,,4,71cda061-104c-4c0a-bb55-6487f74fa0e0,"2021-02-02 07:30:31","2021-02-02 07:30:31"
31,"{""en"": ""Birth asphyxia""}","{""en"": ""<div>Birth asphyxia</div>""}",,,1,b4cdb1ef-fdb6-4d94-b628-60375ee2c2b6,"2021-02-02 07:30:49","2021-02-02 07:30:49"
32,"{""en"": ""Birth trauma""}","{""en"": ""<div>Birth trauma</div>""}",,,1,c6995027-274a-4a36-9e7b-419d4abf2d3e,"2021-02-02 07:31:08","2021-02-02 07:31:08"
33,"{""en"": ""Iodine deficiency""}","{""en"": ""<div>Iodine deficiency</div>""}",,,5,4adc95db-9338-4e5d-a16f-7ea186e73659,"2021-02-02 07:31:33","2021-02-02 07:31:33"
34,"{""en"": ""Maternal conditions""}","{""en"": ""<div>Maternal conditions</div>""}",,,1,f3b94203-d8d5-4e88-88de-9081045da577,"2021-02-02 07:33:27","2021-02-02 07:33:27"
35,"{""en"": ""Neonatal sepsis and infections""}","{""en"": ""<div>Neonatal sepsis and infection</div>""}",,,1,57270b0c-e5d2-4e28-9318-dad261f04ef5,"2021-02-02 07:33:43","2021-02-02 07:33:43"
36,"{""en"": ""Protein-energy malnutrition""}","{""en"": ""<div>Protein energy malnutrition</div>""}",,,5,b02af643-0055-4bba-a8bd-99412706a8a5,"2021-02-02 07:34:31","2021-02-02 07:34:31"
37,"{""en"": ""Preterm birth complications""}","{""en"": ""<div> </div>""}",,,1,252c6d2b-c64f-4aa9-948c-957b9d68a109,"2021-02-02 07:35:01","2021-02-02 07:35:01"
38,"{""en"": ""Vitamin A deficiency""}","{""en"": ""<div> </div>""}",,,5,4a8dfd34-219e-4f81-9c9b-e960feafe040,"2021-02-02 07:35:20","2021-02-02 07:35:20"
39,"{""en"": ""Colon and rectum cancers""}","{""en"": ""<div> </div>""}",,,8,3520dd42-cc7b-4b44-b12c-7594f57debbe,"2021-02-02 07:35:54","2021-02-02 07:35:54"
40,"{""en"": ""Larynx cancer""}","{""en"": ""<div> </div>""}",,,8,60695021-c1d2-41de-99e3-d59a7a60d0d3,"2021-02-02 07:36:17","2021-02-02 07:36:17"
41,"{""en"": ""Leukemia""}","{""en"": ""<div> </div>""}",,,8,0db9fa26-7570-4428-9f6f-68edf84ba54f,"2021-02-02 07:36:58","2021-05-17 01:30:20"
42,"{""en"": ""Liver Cancer""}","{""en"": ""<div> </div>""}",,,8,e3d71ea6-7563-4abf-a990-094f5b899398,"2021-02-02 07:38:12","2021-02-02 07:38:12"
43,"{""en"": ""Trachea, bronchus, lung cancers""}","{""en"": ""<div> </div>""}",,,8,5a5ebf20-5d0d-40d4-9b03-0d8c53016cea,"2021-02-02 07:38:35","2021-02-02 07:38:35"
44,"{""en"": ""Malignant skin melanoma""}","{""en"": ""<div> </div>""}",,,8,50951467-5aeb-47f7-b0fd-5f666e0f0c47,"2021-02-02 07:39:53","2021-02-02 07:39:53"
45,"{""en"": ""Multiple myeloma""}","{""en"": ""<div> </div>""}",,,8,ea0ae439-9ac2-436f-910b-15012d66ec9e,"2021-02-02 07:40:15","2021-02-02 07:40:15"
46,"{""en"": ""Nasopharynx cancer and other pharyngeal cancers""}","{""en"": ""<div> </div>""}",,,8,8ab5f81b-0703-4289-897d-0c8d581f6178,"2021-02-02 07:40:41","2021-02-02 07:40:41"
47,"{""en"": ""Oesophagus cancer""}","{""en"": ""<div> </div>""}",,,8,c25ad7c9-49a7-4906-81e9-1b920a5b5b10,"2021-02-02 07:40:57","2021-02-02 07:40:57"
48,"{""en"": ""Pancreas cancer""}","{""en"": ""<div> </div>""}",,,8,ed368046-dbc3-4c29-b99d-6276ccfc53f0,"2021-02-09 20:26:17","2021-02-09 20:26:17"
49,"{""en"": ""Non-melanoma skin cancer""}","{""en"": ""<div> </div>""}",,,8,2d00be8d-69bb-4364-9ad8-0ec2fd479e94,"2021-02-09 20:26:35","2021-02-09 20:26:35"
50,"{""en"": ""Stomach cancer""}","{""en"": ""<div> </div>""}",,,8,4cc59f0d-09d2-4103-88fa-966ea3e22035,"2021-02-09 20:26:52","2021-02-09 20:26:52"
51,"{""en"": ""Breast cancer""}","{""en"": ""<div> </div>""}",,,8,1b33af18-0d0b-4b45-a95c-536955c16837,"2021-02-09 20:27:08","2021-02-09 20:27:08"
52,"{""en"": ""Cervix uteri cancer""}","{""en"": ""<div> </div>""}",,,8,578da794-0e55-4536-992f-1576da4f2d15,"2021-02-09 20:27:24","2021-02-09 20:27:24"
53,"{""en"": ""Corpus uteri cancer""}","{""en"": ""<div> </div>""}",,,8,cc4e943a-bb86-4f0f-ac05-d86a578ba3e6,"2021-02-09 20:27:38","2021-02-09 20:27:38"
54,"{""en"": ""Malaria""}","{""en"": ""<div> </div>""}",,,4,4899a284-ad70-412c-b380-9fb4b0a3a893,"2021-02-09 20:27:53","2021-02-09 20:27:53"
55,"{""en"": ""African trypanosomiasis""}","{""en"": ""<div> </div>""}",,,4,cb9eb5e3-3c03-4f40-aea3-b036e93979b4,"2021-02-09 20:28:08","2021-02-09 20:28:08"
56,"{""en"": ""Schistosomiasis""}","{""en"": ""<div> </div>""}",,,4,12cf52f5-d37a-4074-a112-ec1154aa8879,"2021-02-09 20:28:25","2021-02-09 20:28:25"
57,"{""en"": ""Echinococcosis""}","{""en"": ""<div> </div>""}",,,4,425cfc40-d837-453e-b589-58a39b76132a,"2021-02-09 20:28:42","2021-02-09 20:28:42"
58,"{""en"": ""Cysticercosis""}","{""en"": ""<div> </div>""}",,,4,db20cae0-98d3-4ae8-9a7a-057c4b5675ed,"2021-02-09 20:28:55","2021-02-09 20:28:55"
59,"{""en"": ""Alzheimer disease and other dementias""}","{""en"": ""Alzheimer disease and other dementias""}",,,7,e59e62c0-67a6-44e7-bf51-6b4c2e8a23a5,"2021-04-12 05:33:08","2021-04-12 05:33:08"
